entidade_grupo;id_entidade_grupo;entidade_devedora;regime;ordem;numero_precatorio;situacao;natureza;orcamento;valor_historico;saldo_atualizado;classe;localizacao;peticoes_a_juntar;ultima_fase;possui_herdeiros;possui_cessao;possui_retificador;timestamp_extracao
MUNICÍPIO DO RIO DE JANEIRO;2;MUNICÍPIO DO RIO DE JANEIRO;geral;2182º;2024.12957-3;Ativo;Comum;2026;131446.82;162738.28;;;;;;;;2025-12-01 00:05:59.134359
MUNICÍPIO DO RIO DE JANEIRO;2;MUNICÍPIO DO RIO DE JANEIRO;geral;2183º;2024.12958-1;Ativo;Comum;2026;111577.83;138139.39;;;;;;;;2025-12-01 00:05:59.348869
MUNICÍPIO DO RIO DE JANEIRO;2;MUNICÍPIO DO RIO DE JANEIRO;geral;2184º;2024.12959-0;Ativo;Comum;2026;271400.97;336009.08;;;;;;;;2025-12-01 00:05:59.747279
MUNICÍPIO DO RIO DE JANEIRO;2;MUNICÍPIO DO RIO DE JANEIRO;geral;2185º;2024.12961-1;Ativo;Comum;2026;45456.06;52893.95;;;;;;;;2025-12-01 00:05:59.937570
MUNICÍPIO DO RIO DE JANEIRO;2;MUNICÍPIO DO RIO DE JANEIRO;geral;2186º;2024.12962-0;Ativo;Comum;2026;1418606.38;1910429.67;;;;;;;;2025-12-01 00:06:00.183095
MUNICÍPIO DO RIO DE JANEIRO;2;MUNICÍPIO DO RIO DE JANEIRO;geral;2187º;2024.12978-6;Ativo;Comum;2026;42556.23;57756.97;;;;;;;;2025-12-01 00:06:00.324132
MUNICÍPIO DO RIO DE JANEIRO;2;MUNICÍPIO DO RIO DE JANEIRO;geral;2188º;2024.15487-0;Ativo;Comum;2026;109819.91;133679.78;;;;;;;;2025-12-01 00:06:00.513420
MUNICÍPIO DO RIO DE JANEIRO;2;MUNICÍPIO DO RIO DE JANEIRO;geral;2189º;2024.13256-6;Ativo;Comum;2026;74478.57;103548.60;;;;;;;;2025-12-01 00:06:00.635586
MUNICÍPIO DO RIO DE JANEIRO;2;MUNICÍPIO DO RIO DE JANEIRO;geral;2190º;2024.13387-2;Ativo;Comum;2026;49828.78;72818.00;;;;;;;;2025-12-01 00:06:00.751437
MUNICÍPIO DO RIO DE JANEIRO;2;MUNICÍPIO DO RIO DE JANEIRO;geral;2191º;2024.13426-7;Ativo;Comum;2026;44314.65;61959.04;;;;;;;;2025-12-01 00:06:00.870014
MUNICÍPIO DO RIO DE JANEIRO;2;MUNICÍPIO DO RIO DE JANEIRO;geral;2182º;2024.12957-3;Ativo;Comum;2026;131446.82;162738.28;;;;;;;;2025-12-01 00:06:02.585491
MUNICÍPIO DO RIO DE JANEIRO;2;MUNICÍPIO DO RIO DE JANEIRO;geral;2183º;2024.12958-1;Ativo;Comum;2026;111577.83;138139.39;;;;;;;;2025-12-01 00:06:02.697442
MUNICÍPIO DO RIO DE JANEIRO;2;MUNICÍPIO DO RIO DE JANEIRO;geral;2184º;2024.12959-0;Ativo;Comum;2026;271400.97;336009.08;;;;;;;;2025-12-01 00:06:02.959078
MUNICÍPIO DO RIO DE JANEIRO;2;MUNICÍPIO DO RIO DE JANEIRO;geral;2185º;2024.12961-1;Ativo;Comum;2026;45456.06;52893.95;;;;;;;;2025-12-01 00:06:03.099335
