entidade_grupo;id_entidade_grupo;entidade_devedora;regime;ordem;numero_precatorio;situacao;natureza;orcamento;valor_historico;saldo_atualizado;classe;localizacao;peticoes_a_juntar;ultima_fase;possui_herdeiros;possui_cessao;possui_retificador;timestamp_extracao
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;2º;1998.03464-7;Dispensa de Provisionamento;Comum;1999;131089991.20;1129909880.35;;;;;;;;2025-11-26 20:46:38.311464
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;4º;2009.01792-1 (2009.01475-2);Dispensa de Provisionamento;Alimentícia;2011;299899.64;1008971.14;;;;;;;;2025-11-26 20:46:38.357422
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;5º;2009.01793-0 (2009.01475-2);Dispensa de Provisionamento;Alimentícia;2011;344869.09;1160264.68;;;;;;;;2025-11-26 20:46:38.396900
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;6º;2009.01794-8 (2009.01475-2);Dispensa de Provisionamento;Alimentícia;2011;354483.35;1192610.54;;;;;;;;2025-11-26 20:46:38.430767
Estado do Rio de Janeiro;1;IPERJ;especial;7º;2010.00289-4;Dispensa de Provisionamento;Alimentícia;2011;18216728.31;52941092.47;;;;;;;;2025-11-26 20:46:38.463867
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;8º;2020.00824-0;Ativo;Alimentícia;2021;29564.09;52568.15;;;;;;;;2025-11-26 20:46:38.496981
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;9º;2020.01737-1;Ativo;Alimentícia;2021;187546.98;21193.53;;;;;;;;2025-11-26 20:46:38.527899
Estado do Rio de Janeiro;1;FUNDERJ-FUNDAÇÃO DEPARTAMENTO DE ESTRADAS DE RODAGEM-DER RJ;especial;10º;2020.03027-0;Suspensão Administrativa;Alimentícia;2021;42391.85;164863.47;;;;;;;;2025-11-26 20:46:38.558431
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;11º;2019.06156-7;Suspensão Administrativa;Comum;2021;9855221.15;6639734.42;;;;;;;;2025-11-26 20:46:38.590405
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;12º;2019.06008-0;Ativo;Comum;2021;63736.04;130333.40;;;;;;;;2025-11-26 20:46:38.622398
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;13º;2019.05994-5;Ativo;Comum;2021;42159.75;86444.82;;;;;;;;2025-11-26 20:46:43.226119
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;14º;2019.05954-6;Ativo;Comum;2021;61570.83;114886.66;;;;;;;;2025-11-26 20:46:43.263704
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;15º;2019.05874-4;Ativo;Comum;2021;135706.04;245575.45;;;;;;;;2025-11-26 20:46:43.295559
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;16º;2019.06011-0;Ativo;Comum;2021;74595.01;130044.71;;;;;;;;2025-11-26 20:46:43.328281
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;17º;2019.06079-0;Ativo;Comum;2021;74595.01;130044.71;;;;;;;;2025-11-26 20:46:43.363102
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;18º;2019.06109-5;Ativo;Comum;2021;74595.01;130044.71;;;;;;;;2025-11-26 20:46:43.397503
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;19º;2019.06041-2;Ativo;Comum;2021;493684.09;911921.05;;;;;;;;2025-11-26 20:46:43.431552
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;20º;2019.06053-6;Ativo;Comum;2021;78924.01;164975.95;;;;;;;;2025-11-26 20:46:43.463981
Estado do Rio de Janeiro;1;DETRAN;especial;21º;2019.06038-2;Ativo;Comum;2021;60001.08;113489.57;;;;;;;;2025-11-26 20:46:43.497829
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;22º;2019.06104-4;Ativo;Comum;2021;26728.09;58702.43;;;;;;;;2025-11-26 20:46:43.529801
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;23º;2019.06120-6;Ativo;Comum;2021;160800.95;289091.19;;;;;;;;2025-11-26 20:46:48.142116
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;24º;2019.06136-2;Suspensão Administrativa;Comum;2021;84196.06;152522.69;;;;;;;;2025-11-26 20:46:48.176176
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;25º;2019.06123-0;Ativo;Comum;2021;152489.01;289630.18;;;;;;;;2025-11-26 20:46:48.210899
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;26º;2019.06202-4;Ativo;Comum;2021;28737.48;54405.52;;;;;;;;2025-11-26 20:46:48.249103
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;27º;2019.06186-9;Ativo;Comum;2021;351644.90;1393908.07;;;;;;;;2025-11-26 20:46:48.285733
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;28º;2019.06210-5;Ativo;Comum;2021;69766.08;135256.89;;;;;;;;2025-11-26 20:46:48.323476
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;29º;2019.06220-2;Ativo;Comum;2021;76812.34;150156.06;;;;;;;;2025-11-26 20:46:48.360817
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;30º;2019.06247-4;Ativo;Comum;2021;18057.90;35151.53;;;;;;;;2025-11-26 20:46:48.398292
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;31º;2019.06251-2;Ativo;Comum;2021;72231.62;140606.19;;;;;;;;2025-11-26 20:46:48.439773
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;32º;2019.06244-0;Ativo;Comum;2021;9462.31;20063.02;;;;;;;;2025-11-26 20:46:48.475685
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;33º;2019.06257-1;Ativo;Comum;2021;75189.18;152003.06;;;;;;;;2025-11-26 20:46:53.054416
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;34º;2019.06261-0;Ativo;Comum;2021;18796.84;37999.91;;;;;;;;2025-11-26 20:46:53.092410
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;35º;2019.06329-2;Ativo;Comum;2021;22950.97;40268.74;;;;;;;;2025-11-26 20:46:53.126792
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;36º;2019.06263-6;Ativo;Comum;2021;35863.02;71200.00;;;;;;;;2025-11-26 20:46:53.160191
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;37º;2019.06266-0;Ativo;Comum;2021;35863.02;69722.41;;;;;;;;2025-11-26 20:46:53.194357
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;38º;2019.06271-7;Ativo;Comum;2021;24181.00;58041.05;;;;;;;;2025-11-26 20:46:53.225118
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;39º;2019.06411-6;Ativo;Comum;2021;34702.99;110924.37;;;;;;;;2025-11-26 20:46:53.257076
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;40º;2019.06277-6;Ativo;Comum;2021;32497.38;60513.43;;;;;;;;2025-11-26 20:46:53.289341
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;41º;2019.06295-4;Ativo;Comum;2021;35949.55;66764.80;;;;;;;;2025-11-26 20:46:53.320835
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;42º;2019.06292-0;Ativo;Comum;2021;31740.17;58137.67;;;;;;;;2025-11-26 20:46:53.351969
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;43º;2019.06287-3;Ativo;Comum;2021;7935.04;14534.41;;;;;;;;2025-11-26 20:46:57.941930
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;44º;2019.06338-1;Ativo;Comum;2021;93424.38;189593.70;;;;;;;;2025-11-26 20:46:57.975797
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;45º;2020.02056-9;Ativo;Comum;2021;42577.20;77508.81;;;;;;;;2025-11-26 20:46:58.012609
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;46º;2019.06332-2;Ativo;Comum;2021;103335.07;208193.92;;;;;;;;2025-11-26 20:46:58.045388
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;47º;2019.06331-4;Ativo;Comum;2021;171707.90;319523.81;;;;;;;;2025-11-26 20:46:58.081261
Estado do Rio de Janeiro;1;COMPANHIA FLUMINENSE DE TRENS URBANOS - FLUMITRENS;especial;48º;2019.06320-9;Suspensão Administrativa;Comum;2021;120645.54;215225.57;;;;;;;;2025-11-26 20:46:58.113711
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;49º;2019.06330-6;Ativo;Comum;2021;8124.34;15128.34;;;;;;;;2025-11-26 20:46:58.159875
Estado do Rio de Janeiro;1;RIO-PREVIDÊNCIA (03.066.219/0001-81);especial;50º;2019.06387-0;Ativo;Comum;2021;41536.72;79078.33;;;;;;;;2025-11-26 20:46:58.190676
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;51º;2019.06483-3;Ativo;Comum;2021;32819.76;75652.21;;;;;;;;2025-11-26 20:46:58.222627
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;52º;2019.06393-4;Ativo;Comum;2021;51884.13;94598.55;;;;;;;;2025-11-26 20:46:58.254673
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;53º;2019.06377-2;Ativo;Comum;2021;17294.69;31532.81;;;;;;;;2025-11-26 20:47:02.855249
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;54º;2019.06373-0;Ativo;Comum;2021;53144.80;98550.00;;;;;;;;2025-11-26 20:47:02.891484
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;55º;2019.06401-9;Suspensão Administrativa;Comum;2021;2595267.51;4841964.18;;;;;;;;2025-11-26 20:47:02.924952
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;56º;2019.06397-7;Suspensão Administrativa;Comum;2021;288363.06;537996.02;;;;;;;;2025-11-26 20:47:02.961578
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;57º;2019.06396-9;Suspensão Administrativa;Comum;2021;104815.80;264268.39;;;;;;;;2025-11-26 20:47:02.997835
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;58º;2019.06490-6;Ativo;Comum;2021;76483.99;196895.27;;;;;;;;2025-11-26 20:47:03.034816
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;59º;2019.06399-3;Suspensão Administrativa;Comum;2021;33025.16;64632.78;;;;;;;;2025-11-26 20:47:03.072349
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;60º;2020.00029-0;Ativo;Comum;2021;53406.67;98165.70;;;;;;;;2025-11-26 20:47:03.105799
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;61º;2019.06559-7;Ativo;Comum;2021;144420.18;318091.27;;;;;;;;2025-11-26 20:47:03.134893
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;62º;2019.06386-1;Suspensão Administrativa;Comum;2021;123106.59;474703.79;;;;;;;;2025-11-26 20:47:03.165820
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;63º;2020.00098-3;Ativo;Comum;2021;123106.59;474703.79;;;;;;;;2025-11-26 20:47:07.758066
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;64º;2019.06599-6;Ativo;Comum;2021;246213.19;949407.63;;;;;;;;2025-11-26 20:47:07.812770
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;65º;2020.00062-2;Ativo;Comum;2021;135272.69;258559.54;;;;;;;;2025-11-26 20:47:07.845091
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;66º;2020.00073-8;Ativo;Comum;2021;25770.68;50175.81;;;;;;;;2025-11-26 20:47:07.877894
Estado do Rio de Janeiro;1;Estado do Rio de Janeiro;especial;67º;2020.00124-6;Ativo;Comum;2021;133506.20;238337.76;;;;;;;;2025-11-26 20:47:07.908764
