numero_precatorio;numero_processo;beneficiario;cpf_cnpj_beneficiario;valor_original;valor_atualizado;data_requisicao;data_atualizacao;tipo;status;entidade_devedora;id_entidade;regime;ordem_cronologica;observacoes;timestamp_extracao
2020.05102-2;;Não informado;;2416387.62;4398316.35;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05093-0;;Não informado;;57194.76;104278.92;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05504-4;;Não informado;;12256.01;22345.46;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05281-9;;Não informado;;12256.01;22345.46;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05313-0;;Não informado;;21102.28;67229.39;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05033-6;;Não informado;;21102.28;67229.38;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05245-2;;Não informado;;21102.28;66969.82;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05590-7;;Não informado;;85648.45;148916.27;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05536-2;;Não informado;;127348.46;212419.09;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05360-2;;Não informado;;42500.00;70890.92;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05445-5;;Não informado;;52003.16;89522.81;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05605-9;;Não informado;;54818.22;660.85;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05575-3;;Não informado;;120336.60;124009.30;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05578-8;;Não informado;;51572.83;122715.52;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05603-2;;Não informado;;12278.77;25370.63;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05561-3;;Não informado;;90007.12;153071.42;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05960-0;;Não informado;;46100.94;125791.69;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05642-3;;Não informado;;7959.39;14981.59;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06579-1;;Não informado;;27289.03;53068.99;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05626-1;;Não informado;;19649.46;46149.03;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05623-7;;Não informado;;3274.90;7691.48;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05661-0;;Não informado;;42573.86;99989.62;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05659-8;;Não informado;;101688.64;333812.73;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05621-0;;Não informado;;51049.04;166672.47;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05657-1;;Não informado;;65458.99;214493.60;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05625-3;;Não informado;;693148.02;1284965.43;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05644-0;;Não informado;;686785.03;1431887.62;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05641-5;;Não informado;;40462.07;113266.47;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05639-3;;Não informado;;675987.17;1057464.38;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05624-5;;Não informado;;95435.64;190896.31;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05616-4;;Não informado;;222683.17;282470.10;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05658-0;;Não informado;;95430.27;97570.91;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05660-1;;Não informado;;40898.70;111653.83;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05619-9;;Não informado;;40377.88;219507.66;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05615-6;;Não informado;;634845.47;1034850.58;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05613-0;;Não informado;;9702.29;23023.97;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05614-8;;Não informado;;450570.48;824736.91;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05610-5;;Não informado;;41748.42;93337.19;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05963-5;;Não informado;;534413.35;1068840.49;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05973-2;;Não informado;;108101.77;294231.21;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05607-5;;Não informado;;56722.98;94457.56;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05608-3;;Não informado;;85084.47;141745.08;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05609-1;;Não informado;;88493.15;304238.66;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05972-4;;Não informado;;97337.95;266060.02;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05965-1;;Não informado;;139075.20;158583.21;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05964-3;;Não informado;;119207.31;275603.85;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05962-7;;Não informado;;139075.20;158583.21;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05990-2;;Não informado;;229324.20;272730.69;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05974-0;;Não informado;;221284.85;420651.49;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05987-2;;Não informado;;33375.89;7004.83;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06000-5;;Não informado;;13114.50;22909.99;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05631-8;;Não informado;;2309059.48;4718123.01;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05638-5;;Não informado;;219994.10;463563.75;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05630-0;;Não informado;;107650.00;283067.38;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05664-4;;Não informado;;594921.46;966819.75;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05629-6;;Não informado;;254966.34;414351.31;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05643-1;;Não informado;;108720.06;98980.36;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05632-6;;Não informado;;252875.66;283462.17;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06015-3;;Não informado;;132573.66;67458.81;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06027-7;;Não informado;;98903.69;175471.61;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05635-0;;Não informado;;32515.00;57820.22;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05636-9;;Não informado;;32515.00;57820.21;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06005-6;;Não informado;;281232.18;516147.85;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06006-4;;Não informado;;473586.83;869178.03;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06004-8;;Não informado;;275391.55;505428.54;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05634-2;;Não informado;;280219.16;513933.33;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05637-7;;Não informado;;807510.10;1482030.30;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05999-6;;Não informado;;283656.53;357642.67;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06002-1;;Não informado;;273959.05;339844.79;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06011-0;;Não informado;;232944.09;427524.31;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05992-9;;Não informado;;281232.18;353193.23;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06010-2;;Não informado;;231475.88;424829.68;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06007-2;;Não informado;;283582.61;357506.98;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05994-5;;Não informado;;281232.18;353193.23;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06014-5;;Não informado;;110260.45;154310.22;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05677-6;;Não informado;;110684.53;47449.50;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05650-4;;Não informado;;27671.11;52987.17;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06017-0;;Não informado;;33320.00;245352.28;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05656-3;;Não informado;;24448.55;41947.75;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05648-2;;Não informado;;97794.21;4836.35;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05666-0;;Não informado;;120916.57;35197.08;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05668-7;;Não informado;;186026.16;150171.59;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05670-9;;Não informado;;156713.90;139883.12;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05676-8;;Não informado;;15054.70;44199.90;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05652-0;;Não informado;;14619.24;58684.83;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05667-9;;Não informado;;105190.99;186742.38;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05674-1;;Não informado;;109667.27;194815.96;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05678-4;;Não informado;;150699.31;267471.48;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06026-9;;Não informado;;215190.60;365603.34;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05698-9;;Não informado;;38550.99;2268.43;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05684-9;;Não informado;;24535.61;93385.36;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06104-4;;Não informado;;139385.98;72858.25;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06022-6;;Não informado;;139385.98;237357.62;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05700-4;;Não informado;;1819.00;3866.99;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05701-2;;Não informado;;8986.31;19505.78;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05685-7;;Não informado;;57752.76;98894.06;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06023-4;;Não informado;;49961.94;84791.52;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05699-7;;Não informado;;52685.72;13891.69;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06019-6;;Não informado;;92257.97;7139.74;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06025-0;;Não informado;;39539.13;82007.39;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05730-6;;Não informado;;113482.38;109880.96;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05731-4;;Não informado;;159837.98;384019.85;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05710-1;;Não informado;;38173.18;83393.80;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05695-4;;Não informado;;129359.35;267794.16;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05735-7;;Não informado;;105357.51;54925.12;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05687-3;;Não informado;;54704.15;113249.19;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05702-0;;Não informado;;18869.50;34034.66;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05706-3;;Não informado;;116832.83;40970.09;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05711-0;;Não informado;;1027632.22;1875008.75;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05690-3;;Não informado;;66665.16;361841.85;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05734-9;;Não informado;;66665.16;522300.83;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05703-9;;Não informado;;145981.95;254236.67;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05716-0;;Não informado;;283053.52;335069.75;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05715-2;;Não informado;;387139.13;662454.12;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05722-5;;Não informado;;38713.91;66245.40;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05723-3;;Não informado;;1387380.10;5100474.81;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05724-1;;Não informado;;346845.03;1049815.53;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05704-7;;Não informado;;173422.51;524907.75;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05714-4;;Não informado;;288610.10;579093.50;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05721-7;;Não informado;;72568.08;163883.69;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05713-6;;Não informado;;58321.29;106107.00;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05753-5;;Não informado;;32255.72;66806.81;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05751-9;;Não informado;;20157.92;35657.74;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05742-0;;Não informado;;128014.35;249945.94;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05754-3;;Não informado;;65643.99;49052.64;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05748-9;;Não informado;;47892.15;90.68;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05758-6;;Não informado;;63419.33;121.06;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05750-0;;Não informado;;47892.15;81923.82;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05767-5;;Não informado;;92630.17;17162.03;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05789-6;;Não informado;;85285.10;83776.76;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05769-1;;Não informado;;6390.83;25406.37;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05801-9;;Não informado;;6390.83;25406.35;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05771-3;;Não informado;;6390.82;25406.33;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05770-5;;Não informado;;6390.83;25406.37;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05762-4;;Não informado;;6390.83;25406.37;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05760-8;;Não informado;;7515.91;29879.05;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05759-4;;Não informado;;58673.41;216788.65;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05788-8;;Não informado;;5094.36;10479.58;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05777-2;;Não informado;;5094.36;10479.58;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05763-2;;Não informado;;866716.18;1526079.68;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05768-3;;Não informado;;866716.18;1526079.68;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05796-9;;Não informado;;32424.35;267.57;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05795-0;;Não informado;;53509.18;99298.26;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05841-8;;Não informado;;214036.72;234238.42;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05814-0;;Não informado;;264676.13;1324464.94;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05811-6;;Não informado;;25464.87;138575.40;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05797-7;;Não informado;;11378.56;20639.81;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05813-2;;Não informado;;12114.32;31844.81;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05818-3;;Não informado;;87935.06;682.29;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05800-0;;Não informado;;7515.90;29879.00;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05802-7;;Não informado;;7515.91;29879.05;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05805-1;;Não informado;;7515.90;29879.00;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05815-9;;Não informado;;56515.63;133367.78;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05799-3;;Não informado;;57125.97;134807.86;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05812-4;;Não informado;;1076774.45;2314487.48;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05798-5;;Não informado;;228043.34;1044616.25;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05866-3;;Não informado;;20567.31;36686.72;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05844-2;;Não informado;;47427.54;89720.86;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05849-3;;Não informado;;84016.75;152080.88;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05839-6;;Não informado;;40122.63;70816.72;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05845-0;;Não informado;;194183.53;200995.41;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05823-0;;Não informado;;196797.80;470969.31;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05816-7;;Não informado;;22260.22;39745.38;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05847-7;;Não informado;;111301.14;111753.18;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05817-5;;Não informado;;111301.14;23397.05;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05832-9;;Não informado;;76898.97;164366.77;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05810-8;;Não informado;;290209.50;324954.45;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05834-5;;Não informado;;29020.95;47490.05;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05874-4;;Não informado;;203489.74;279512.07;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05879-5;;Não informado;;62767.33;10641.37;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05829-9;;Não informado;;43227.82;99437.87;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05825-6;;Não informado;;35603.33;81899.09;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05870-1;;Não informado;;146624.51;113544.67;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.06106-0;;Não informado;;6149.16;11596.94;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05840-0;;Não informado;;37919.91;71514.58;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05848-5;;Não informado;;37919.91;71514.59;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05846-9;;Não informado;;11888.46;22418.83;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05890-6;;Não informado;;147084.34;248538.05;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05889-2;;Não informado;;63036.14;175153.46;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05837-0;;Não informado;;348131.50;406618.21;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05835-3;;Não informado;;755948.43;1138330.20;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05836-1;;Não informado;;139301.27;277254.32;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05894-9;;Não informado;;139301.27;277254.32;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05891-4;;Não informado;;139301.27;114107.36;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05896-5;;Não informado;;139301.27;270293.22;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05892-2;;Não informado;;139301.27;270293.22;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05895-7;;Não informado;;139301.27;270293.22;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05898-1;;Não informado;;40771.66;70169.67;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05878-7;;Não informado;;125383.26;214213.85;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05909-0;;Não informado;;376149.81;642641.56;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05899-0;;Não informado;;9181.70;16458.46;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05903-1;;Não informado;;246973.16;365437.75;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05883-3;;Não informado;;138280.38;77974.25;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05882-5;;Não informado;;46093.46;80309.62;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05951-1;;Não informado;;198414.39;186745.81;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05920-1;;Não informado;;41742.31;2127.12;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05914-7;;Não informado;;220741.49;425831.44;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05908-2;;Não informado;;309051.57;432391.50;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05927-9;;Não informado;;163639.10;123384.09;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05912-0;;Não informado;;163639.10;123384.09;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05921-0;;Não informado;;802722.88;1365405.50;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05942-2;;Não informado;;118943.32;87586.52;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05947-3;;Não informado;;5417.33;10892.84;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05956-2;;Não informado;;5417.33;10892.84;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05946-5;;Não informado;;37062.40;68111.61;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05940-6;;Não informado;;148249.63;109491.83;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05954-6;;Não informado;;53824.97;92859.37;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05948-1;;Não informado;;13456.24;23214.84;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05928-7;;Não informado;;61365.09;110112.62;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05930-9;;Não informado;;135233.69;132630.15;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05944-9;;Não informado;;145602.10;252336.28;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05932-5;;Não informado;;523363.87;1084618.56;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05953-8;;Não informado;;83738.22;173548.31;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05996-1;;Não informado;;93980.92;216724.47;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05935-0;;Não informado;;247622.04;561111.86;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.05938-4;;Não informado;;245779.30;556779.31;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
