numero_precatorio;numero_processo;beneficiario;cpf_cnpj_beneficiario;valor_original;valor_atualizado;data_requisicao;data_atualizacao;tipo;status;entidade_devedora;id_entidade;regime;ordem_cronologica;observacoes;timestamp_extracao
2022.03234-3;;Não informado;;87384.42;137377.51;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03418-4;;Não informado;;614876.06;928673.70;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03416-8;;Não informado;;30743.80;46433.68;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02583-5;;Não informado;;111283.44;175576.58;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02581-9;;Não informado;;111283.44;175576.58;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02584-3;;Não informado;;111283.44;175576.58;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03222-0;;Não informado;;372400.45;588569.70;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02432-4;;Não informado;;319438.92;503046.15;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02346-8;;Não informado;;638155.06;992317.21;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02347-6;;Não informado;;31907.75;49615.86;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02742-0;;Não informado;;679869.18;980966.54;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02337-9;;Não informado;;33993.46;49048.33;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02609-2;;Não informado;;361339.37;571842.48;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02480-4;;Não informado;;339856.77;501357.43;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03229-7;;Não informado;;159008.97;252178.31;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02743-9;;Não informado;;35488.77;53386.93;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02651-3;;Não informado;;709775.38;1067738.42;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02704-8;;Não informado;;425631.90;659024.81;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02832-0;;Não informado;;651279.65;1009569.23;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02544-4;;Não informado;;32563.98;50478.46;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03417-6;;Não informado;;29324.78;45507.84;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03361-7;;Não informado;;586495.52;756724.49;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02395-6;;Não informado;;26945.93;38574.44;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02404-9;;Não informado;;418688.28;446607.21;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02408-1;;Não informado;;384964.47;555596.60;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02403-0;;Não informado;;26945.93;38574.44;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03161-4;;Não informado;;50224.90;157257.87;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02436-7;;Não informado;;26125.74;39297.34;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03103-7;;Não informado;;522514.90;785946.84;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02741-2;;Não informado;;124315.25;37586.43;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03221-1;;Não informado;;52839.49;80544.45;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02627-0;;Não informado;;52240.39;903.94;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.04531-3;;Não informado;;444099.84;636291.84;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03230-0;;Não informado;;401025.18;423797.93;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02751-0;;Não informado;;50836.54;54789.17;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02434-0;;Não informado;;1190548.67;1702474.83;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02624-6;;Não informado;;123345.05;20152.50;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02431-6;;Não informado;;254117.88;236377.25;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02507-0;;Não informado;;772712.86;986337.09;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02440-5;;Não informado;;75364.15;11505.84;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03225-4;;Não informado;;20.61;54.51;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02441-3;;Não informado;;90931.74;177633.15;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.04610-7;;Não informado;;460471.88;1193639.75;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02770-6;;Não informado;;41466.37;6538.19;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03235-1;;Não informado;;291061.78;523733.89;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03445-1;;Não informado;;547491.18;985157.62;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03446-0;;Não informado;;278586.82;504559.33;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02526-6;;Não informado;;149943.56;277442.66;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03049-9;;Não informado;;382295.81;692389.27;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03414-1;;Não informado;;16558.57;28214.28;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03002-2;;Não informado;;72933.26;106417.08;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03004-9;;Não informado;;524791.83;765724.95;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02714-5;;Não informado;;1288758.45;2099770.37;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02475-8;;Não informado;;15437.16;22247.11;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02697-1;;Não informado;;136402.98;50934.65;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02794-3;;Não informado;;160703.69;166314.07;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02527-4;;Não informado;;160707.38;267024.14;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03245-9;;Não informado;;155624.82;222355.81;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.04314-0;;Não informado;;17364.45;49602.93;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.04078-8;;Não informado;;17364.45;49602.93;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02529-0;;Não informado;;45001.77;63768.86;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03242-4;;Não informado;;292330.23;271167.86;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02654-8;;Não informado;;26135.60;145721.92;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03448-6;;Não informado;;204109.81;286234.94;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02866-4;;Não informado;;178585.45;261493.12;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02532-0;;Não informado;;50899.25;1855.97;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02574-6;;Não informado;;204503.33;132298.39;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03119-3;;Não informado;;154663.90;67237.54;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02724-2;;Não informado;;137419.90;203760.52;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02845-1;;Não informado;;152060.62;229250.04;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03248-3;;Não informado;;152060.62;229250.04;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02530-4;;Não informado;;48700.75;86310.21;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02716-1;;Não informado;;288859.44;841518.92;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03425-7;;Não informado;;100837.61;159802.76;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02696-3;;Não informado;;24483.88;37890.01;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02698-0;;Não informado;;489677.66;757800.21;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03231-9;;Não informado;;40718.30;63196.77;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02683-1;;Não informado;;407183.03;631967.78;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03091-0;;Não informado;;203591.51;315983.90;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03241-6;;Não informado;;203591.51;315983.90;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02915-6;;Não informado;;31365.73;59687.84;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02629-7;;Não informado;;627314.70;1215889.71;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02748-0;;Não informado;;89910.91;137770.49;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02710-2;;Não informado;;179821.81;275540.99;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02729-3;;Não informado;;89910.91;137770.50;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02524-0;;Não informado;;584931.30;879660.48;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02522-3;;Não informado;;29246.56;43983.02;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03232-7;;Não informado;;28868.65;43505.11;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02750-1;;Não informado;;288686.48;435051.14;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02633-5;;Não informado;;288686.48;435051.14;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03238-6;;Não informado;;614921.37;887718.87;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03449-4;;Não informado;;30746.07;44385.94;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02788-9;;Não informado;;591631.98;916700.44;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02867-2;;Não informado;;29581.60;45835.02;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03422-2;;Não informado;;138820.87;274959.20;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03447-8;;Não informado;;138820.87;274959.20;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02726-9;;Não informado;;26395.20;41610.59;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.04306-0;;Não informado;;418891.75;615804.02;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02869-9;;Não informado;;424440.80;632902.28;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02534-7;;Não informado;;29614.48;46030.33;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02533-9;;Não informado;;148072.39;230151.61;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02536-3;;Não informado;;148072.39;230151.61;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02535-5;;Não informado;;148072.39;230151.61;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02531-2;;Não informado;;148072.39;230151.60;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02468-5;;Não informado;;215315.36;339388.02;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02594-0;;Não informado;;232211.02;366444.59;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02790-0;;Não informado;;267117.84;415961.81;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02518-5;;Não informado;;267117.84;415961.80;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02628-9;;Não informado;;26711.78;41596.18;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02830-3;;Não informado;;313398.39;467424.88;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02528-2;;Não informado;;274678.30;432716.86;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03421-4;;Não informado;;424923.93;662523.50;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03423-0;;Não informado;;282308.57;266941.55;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02521-5;;Não informado;;536164.05;830763.22;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02520-7;;Não informado;;26808.20;41538.16;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03424-9;;Não informado;;104324.74;159301.83;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02632-7;;Não informado;;774176.91;1164117.87;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02717-0;;Não informado;;38708.83;58205.86;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03419-2;;Não informado;;429869.64;629082.45;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02827-3;;Não informado;;25022.31;36109.10;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03244-0;;Não informado;;500446.21;723784.31;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02693-9;;Não informado;;275030.03;275247.10;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02469-3;;Não informado;;35675.94;98155.60;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02658-0;;Não informado;;129499.21;193163.38;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.04101-6;;Não informado;;1164231.70;2189696.85;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02657-2;;Não informado;;40009.44;62618.05;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02656-4;;Não informado;;214225.00;340412.26;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02752-8;;Não informado;;103401.49;119304.82;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.04102-4;;Não informado;;114600.09;280764.15;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03239-4;;Não informado;;28650.02;70191.04;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02621-1;;Não informado;;47392.38;71715.30;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02701-3;;Não informado;;74309.08;125170.54;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03643-8;;Não informado;;133663.48;47508.44;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02725-0;;Não informado;;33415.87;53409.74;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03084-7;;Não informado;;346898.15;428176.32;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02924-5;;Não informado;;490540.01;785995.93;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02660-2;;Não informado;;203431.54;364502.94;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03266-1;;Não informado;;29879.57;46381.96;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02853-2;;Não informado;;59773.82;332.18;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02766-8;;Não informado;;712849.86;952692.37;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03596-2;;Não informado;;351105.31;548706.25;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.04701-4;;Não informado;;116116.92;16956.24;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02663-7;;Não informado;;53446.21;83949.55;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02864-8;;Não informado;;1148856.90;1716251.79;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02918-0;;Não informado;;134529.21;223434.59;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03440-0;;Não informado;;286022.65;1173375.11;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03683-7;;Não informado;;46520.87;75338.16;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03595-4;;Não informado;;139562.61;63827.35;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02812-5;;Não informado;;28649.14;40667.58;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03074-0;;Não informado;;201484.66;151454.45;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.04213-6;;Não informado;;299875.02;313788.71;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02720-0;;Não informado;;55714.15;88077.89;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02992-0;;Não informado;;386415.38;467865.39;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02807-9;;Não informado;;250874.70;371503.13;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02764-1;;Não informado;;142957.43;46474.38;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.04706-5;;Não informado;;121985.52;122397.33;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.04366-3;;Não informado;;85687.71;33482.23;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03544-0;;Não informado;;99559.86;69911.24;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.04413-9;;Não informado;;76493.97;203902.89;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02768-4;;Não informado;;114871.06;105746.29;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02879-6;;Não informado;;27611.55;93627.75;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03917-8;;Não informado;;27611.55;93627.75;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03592-0;;Não informado;;120028.31;117816.56;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03090-1;;Não informado;;382658.25;587212.40;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03064-2;;Não informado;;237143.35;373576.27;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02675-0;;Não informado;;161768.55;238273.16;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03251-3;;Não informado;;161768.55;238273.16;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02780-3;;Não informado;;150487.94;231282.37;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02722-6;;Não informado;;43831.56;65098.54;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03412-5;;Não informado;;591077.64;878404.24;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02821-4;;Não informado;;29553.88;42947.45;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03545-8;;Não informado;;151491.01;234758.14;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02756-0;;Não informado;;30298.20;46951.62;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.04548-8;;Não informado;;151491.01;234758.14;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02631-9;;Não informado;;151491.01;234758.14;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.04555-0;;Não informado;;151491.01;234758.14;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02713-7;;Não informado;;399483.57;610716.34;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03075-8;;Não informado;;31126.00;46816.01;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02755-2;;Não informado;;622520.07;936320.40;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02873-7;;Não informado;;185444.99;291992.97;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03360-9;;Não informado;;327741.16;518461.22;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03081-2;;Não informado;;118524.85;54160.53;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02933-4;;Não informado;;546110.65;788328.81;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02934-2;;Não informado;;27305.53;39416.44;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02844-3;;Não informado;;199562.10;316165.60;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02762-5;;Não informado;;14891.77;23592.98;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03252-1;;Não informado;;23781.49;49663.77;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03543-1;;Não informado;;23381.51;48822.24;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02662-9;;Não informado;;155222.36;74448.34;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03401-0;;Não informado;;192850.72;152908.55;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03080-4;;Não informado;;751521.92;1218917.99;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02837-0;;Não informado;;184085.44;201244.94;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03250-5;;Não informado;;532914.97;608822.24;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02664-5;;Não informado;;52220.90;82507.30;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02925-3;;Não informado;;55081.96;16797.54;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02769-2;;Não informado;;172638.42;273101.16;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03120-7;;Não informado;;172638.42;273101.15;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02841-9;;Não informado;;495699.90;716777.19;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03072-3;;Não informado;;24784.99;35771.17;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03443-5;;Não informado;;27587.99;42824.17;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02630-0;;Não informado;;551759.79;856483.47;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02674-2;;Não informado;;208500.87;318302.57;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02840-0;;Não informado;;208500.87;318302.60;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03924-0;;Não informado;;734587.85;1060992.14;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03652-7;;Não informado;;36729.38;53049.59;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02887-7;;Não informado;;362227.02;572051.47;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03059-6;;Não informado;;51852.88;80143.59;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03436-2;;Não informado;;39980.50;61713.92;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03157-6;;Não informado;;1054466.48;1475662.68;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02718-8;;Não informado;;60631.83;84850.61;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03259-9;;Não informado;;1050265.72;1408442.23;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02611-4;;Não informado;;88169.62;253229.49;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03649-7;;Não informado;;33910.96;62180.25;;;alimentar;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03070-7;;Não informado;;43026.91;8678.51;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.02913-0;;Não informado;;291824.59;287844.80;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2022.03261-0;;Não informado;;141319.88;57363.30;;;alimentar;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
